Experiment	Run	SortedStrain	ProjectID	TaxID	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id		Sample	BioSample	SampleType		ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	R1	R2
SRX3353470	ERR2677736	HG003	416921	1280	2018-07-15 8:21:41	2018-07-19 10:06:03	11348156	844573870	0	74	348		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/ERR002/677/ERR2677736.sralite.1	unspecified	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP109616	PRJEB27527			ERS2593072	SAMEA4773118	simple		Staphylococcus aureus	SAMEA4773118							no					INSTITUTE OF INFECTION, IMMUNITY AND INFLAMMATION	ERA1533289		public	EAE1309E6F9D2F17A8AB4C106F4F87AA	7CEFF5AED5655FB8260494E9C22EBFAF		
SRX3353471	ERR2677737	HG003	416921	1280	2018-07-15 8:21:41	2018-07-19 10:06:05	12742699	948025014	0	74	392		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/ERR002/677/ERR2677737.sralite.1	unspecified	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP109616	PRJEB27527			ERS2593073	SAMEA4773119	simple		Staphylococcus aureus	SAMEA4773119							no					INSTITUTE OF INFECTION, IMMUNITY AND INFLAMMATION	ERA1533289		public	70E19AE106FA416A5A4CA54C4AAAEDE5	3DB4643766E415D17ADB3271A5E84B45		
SRX3353472	ERR2677738	HG003	416921	1280	2018-07-15 8:21:41	2018-07-19 10:06:28	11139511	829274263	0	74	343		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/ERR002/677/ERR2677738.sralite.1	unspecified	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP109616	PRJEB27527			ERS2593074	SAMEA4773120	simple		Staphylococcus aureus	SAMEA4773120							no					INSTITUTE OF INFECTION, IMMUNITY AND INFLAMMATION	ERA1533289		public	183344AC7F7F5B559642855E2C8DFE18	6AC0E9882874F556F1D62061DDEA7939		
SRX3353473	ERR2677739	HG003	416921	1280	2018-07-15 8:21:42	2018-07-19 10:07:12	12284584	914678294	0	74	379		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/ERR002/677/ERR2677739.sralite.1	unspecified	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP109616	PRJEB27527			ERS2593075	SAMEA4773121	simple		Staphylococcus aureus	SAMEA4773121							no					INSTITUTE OF INFECTION, IMMUNITY AND INFLAMMATION	ERA1533289		public	322E8231846A177683C9EB30E3AD8B54	2235ABEBBFC5CA88EAEFD4D562DF34B0		
SRX3353474	ERR2677740	HG003	416921	1280	2018-07-15 8:21:42	2018-07-19 10:07:08	12517573	930697831	0	74	384		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/ERR002/677/ERR2677740.sralite.1	unspecified	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP109616	PRJEB27527			ERS2593076	SAMEA4773122	simple		Staphylococcus aureus	SAMEA4773122							no					INSTITUTE OF INFECTION, IMMUNITY AND INFLAMMATION	ERA1533289		public	D327C1F0F205AEEA4B0B8D0C8DDAE7B7	1492AAD2D7DBF5CD1E4C20A2F9B055C3		
SRX3353475	ERR2677741	HG003	416921	1280	2018-07-15 8:21:42	2018-07-19 10:07:25	12120427	902813543	0	74	375		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/ERR002/677/ERR2677741.sralite.1	unspecified	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP109616	PRJEB27527			ERS2593077	SAMEA4773123	simple		Staphylococcus aureus	SAMEA4773123							no					INSTITUTE OF INFECTION, IMMUNITY AND INFLAMMATION	ERA1533289		public	48C4E8E3A9F6D165B97AC2F2C405E0D3	584FADAB67B929EEFF4FA7FD88FF0CBE		
SRX3353476	ERR2677742	HG003	416921	1280	2018-07-15 8:21:42	2018-07-19 10:08:00	11680449	870249668	0	74	359		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/ERR002/677/ERR2677742.sralite.1	unspecified	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP109616	PRJEB27527			ERS2593078	SAMEA4773124	simple		Staphylococcus aureus	SAMEA4773124							no					INSTITUTE OF INFECTION, IMMUNITY AND INFLAMMATION	ERA1533289		public	7E44A5BA52F6C4A4A31C66B7F92929F5	EAE5D9747730D232B888904F6FFFD5B1		
SRX3353477	ERR2677743	HG003	416921	1280	2018-07-15 8:21:42	2018-07-19 10:08:07	13333922	974645007	0	73	404		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/ERR002/677/ERR2677743.sralite.1	unspecified	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP109616	PRJEB27527			ERS2593079	SAMEA4773125	simple		Staphylococcus aureus	SAMEA4773125							no					INSTITUTE OF INFECTION, IMMUNITY AND INFLAMMATION	ERA1533289		public	7D9385E663E8C102569592CAB77821D9	6D28FF78C315600057A8379E80AF1EAA		
SRX3353478	ERR2713020	HG003	416921	367830	2019-07-05 7:37:18	2021-10-24 16:47:52	8256084	1172363928	8256084	142	462		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR002/2713/ERR2713020/ERR2713020.lite.2	USA300_AgXX_1_strRNA_B4_p	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	250	100	ILLUMINA	Illumina HiSeq 1500	ERP110062	PRJEB27926			ERS2622981	SAMEA4803067	simple		Staphylococcus aureus subsp. aureus USA300	SAMEA4803067							no					T. Busche	ERA1551391		public	D168D26E843F3A0DD2FBBCB3BF82F793	C69F2F2B3F82B7E0DA331AF3D8D0F0FB		
SRX3353479	ERR2713021	HG003	416921	367830	2019-07-05 7:37:18	2021-10-24 16:48:07	8313105	1180460910	8313105	142	467		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR002/2713/ERR2713021/ERR2713021.lite.2	USA300_AgXX_2_strRNA_B5_p	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	250	100	ILLUMINA	Illumina HiSeq 1500	ERP110062	PRJEB27926			ERS2622982	SAMEA4803068	simple		Staphylococcus aureus subsp. aureus USA300	SAMEA4803068							no					T. Busche	ERA1551391		public	8138EB4F6E41EA6240C2107C7A0910E9	C439A7E611EB61CA70C9C411AEF2D051		
SRX3651446	ERR2713022	NCTC8325	433003	367830	2019-07-05 7:37:18	2022-07-24 8:41:42	8617473	1223681166	8617473	142	484		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR002/2713/ERR2713022/ERR2713022.lite.2	USA300_AgXX_3_strRNA_B6_p	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	250	100	ILLUMINA	Illumina HiSeq 1500	ERP110062	PRJEB27926			ERS2622983	SAMEA4803069	simple		Staphylococcus aureus subsp. aureus USA300	SAMEA4803069							no					T. Busche	ERA1551391		public	60E0960BAA9408284C889D1D0601FB6C	550D547476E795EF5C7A744D498C2885		
SRX3651447	ERR2713023	NCTC8325	433003	367830	2019-07-05 7:37:18	2022-07-24 8:39:12	9061561	1286741662	9061561	142	506		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR002/2713/ERR2713023/ERR2713023.lite.2	USA300_Co_1_strRNA_B1_p	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	250	100	ILLUMINA	Illumina HiSeq 1500	ERP110062	PRJEB27926			ERS2622984	SAMEA4803070	simple		Staphylococcus aureus subsp. aureus USA300	SAMEA4803070							no					T. Busche	ERA1551391		public	E7E2B268010E94FCE1886B726CE913EF	2B7419F80EE61A2A5CE9071E56FA1A81		
SRX3651448	ERR2713024	NCTC8325	433003	367830	2019-07-05 7:37:18	2022-07-15 21:47:58	6376756	905499352	6376756	142	363		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/ERR002/2713/ERR2713024/ERR2713024.lite.2	USA300_Co_2_strRNA_B2_p	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	250	100	ILLUMINA	Illumina HiSeq 1500	ERP110062	PRJEB27926			ERS2622985	SAMEA4803071	simple		Staphylococcus aureus subsp. aureus USA300	SAMEA4803071							no					T. Busche	ERA1551391		public	D9E1F5059BE292F37D810B31B2C16653	C20F066BB374CF67B2C4E239CE8507E0		
SRX3651449	ERR2713025	NCTC8325	433003	367830	2019-07-05 7:37:18	2021-10-24 16:50:27	14277826	2141673900	14277826	150	898		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR002/2713/ERR2713025/ERR2713025.lite.2	USA300_CO_3_strRNA_B3_p	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	250	100	ILLUMINA	Illumina HiSeq 1500	ERP110062	PRJEB27926			ERS2622986	SAMEA4803072	simple		Staphylococcus aureus subsp. aureus USA300	SAMEA4803072							no					T. Busche	ERA1551391		public	3079B329C90923B1951F455D608B366F	7CEF7ACD6714BCA42FFFB3B6F7268E54		
SRX3651450	ERR2799781	NCTC8325	433003	93062	2019-09-05 7:09:35	2021-10-25 1:25:33	7548253	1071851926	7548253	142	421		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR002/2799/ERR2799781/ERR2799781.lite.2	COL_DEL_mhqR_MHQ_1_p	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	250	100	ILLUMINA	Illumina HiSeq 1500	ERP110913	PRJEB28675			ERS2741713	SAMEA4922700	simple		Staphylococcus aureus subsp. aureus COL	SAMEA4922700							no					T.Busche	ERA1600947		public	61F522464978DB3316DB384D6BCCCAB1	C70D320BCFF3606ED68FBD06D3D4FB29		
SRX3651451	ERR2799782	NCTC8325	433003	93062	2019-09-05 7:09:35	2021-10-25 1:45:29	11598974	1647054308	11598974	142	657		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR002/2799/ERR2799782/ERR2799782.lite.2	COL_DEL_mhqR_MHQ_2_p	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	250	100	ILLUMINA	Illumina HiSeq 1500	ERP110913	PRJEB28675			ERS2741714	SAMEA4922701	simple		Staphylococcus aureus subsp. aureus COL	SAMEA4922701							no					T.Busche	ERA1600947		public	9D62BC8CCE7BAEB437E569C713B340DA	A64E4216699018A95984513684B8BBCD		
SRX3651452	ERR2799783	NCTC8325	433003	93062	2019-09-05 7:09:35	2022-07-18 21:35:26	12035475	1709037450	12035475	142	665		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR002/2799/ERR2799783/ERR2799783.lite.2	COL_DEL_mhqR_MHQ_3_p	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	250	100	ILLUMINA	Illumina HiSeq 1500	ERP110913	PRJEB28675			ERS2741715	SAMEA4922702	simple		Staphylococcus aureus subsp. aureus COL	SAMEA4922702							no					T.Busche	ERA1600947		public	114B1DB83E74564E04A9762C25C49F22	62E6EBC97CCFFB7BBEC789DF81DC7349		
SRX3651453	ERR2799784	NCTC8325	433003	93062	2019-09-05 7:09:35	2022-07-17 13:00:57	6899254	979694068	6899254	142	393		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR002/2799/ERR2799784/ERR2799784.lite.2	COL_WT_MHQ_1_p	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	250	100	ILLUMINA	Illumina HiSeq 1500	ERP110913	PRJEB28675			ERS2741716	SAMEA4922703	simple		Staphylococcus aureus subsp. aureus COL	SAMEA4922703							no					T.Busche	ERA1600947		public	7ACF4DC883C80BD6DC4D2B91F32E393B	51C334CCD870844A37F85A0FADAF2452		
SRX3651454	ERR2799785	NCTC8325	433003	93062	2019-09-05 7:09:35	2021-10-25 1:42:36	9377459	1331599178	9377459	142	523		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR002/2799/ERR2799785/ERR2799785.lite.2	COL_WT_MHQ_2_p	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	250	100	ILLUMINA	Illumina HiSeq 1500	ERP110913	PRJEB28675			ERS2741717	SAMEA4922704	simple		Staphylococcus aureus subsp. aureus COL	SAMEA4922704							no					T.Busche	ERA1600947		public	8A83A81D4F2B5A91CF0714E86E0EEEDF	2EE18E162D687D096E0A114D87AC43CA		
SRX3651455	ERR2799786	NCTC8325	433003	93062	2019-09-05 7:09:35	2021-10-25 1:40:02	10773268	1529804056	10773268	142	609		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR002/2799/ERR2799786/ERR2799786.lite.2	COL_WT_MHQ_3_p	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	250	100	ILLUMINA	Illumina HiSeq 1500	ERP110913	PRJEB28675			ERS2741718	SAMEA4922705	simple		Staphylococcus aureus subsp. aureus COL	SAMEA4922705							no					T.Busche	ERA1600947		public	E1C2A3306343A9DD1EC2D9FE06FF0840	6AACD3557C6B2E377C37539AEA1D4E8D		
SRX3651456	ERR2799787	NCTC8325	433003	93062	2019-09-05 7:09:35	2022-07-17 21:20:25	7884742	1119633364	7884742	142	447		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR002/2799/ERR2799787/ERR2799787.lite.2	COL_DEL_mhqR_Co_1_p	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	250	100	ILLUMINA	Illumina HiSeq 1500	ERP110913	PRJEB28675			ERS2741719	SAMEA4922706	simple		Staphylococcus aureus subsp. aureus COL	SAMEA4922706							no					T.Busche	ERA1600947		public	2AC611E54D2AEDE798DD6068D1330529	5717BF3D5AE58F1B20ADE0EF4ECF848A		
SRX4965401	ERR2799788	HG001 (NCT8325 derivative)	503390	93062	2019-09-05 7:09:35	2022-07-24 10:32:29	6286907	892740794	6286907	142	355		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR002/2799/ERR2799788/ERR2799788.lite.2	COL_DEL_mhqR_Co_2_p	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	250	100	ILLUMINA	Illumina HiSeq 1500	ERP110913	PRJEB28675			ERS2741720	SAMEA4922707	simple		Staphylococcus aureus subsp. aureus COL	SAMEA4922707							no					T.Busche	ERA1600947		public	116CAEE777D8DF6CF439B8E78B8357F6	BA6F9F2DA0A36D6237C41722C8C48AB8		
SRX4965403	ERR2799789	HG001	503390	93062	2019-09-05 7:09:35	2022-07-13 13:17:27	10431356	1481252552	10431356	142	577		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR002/2799/ERR2799789/ERR2799789.lite.2	COL_DEL_mhqR_Co_3_p	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	250	100	ILLUMINA	Illumina HiSeq 1500	ERP110913	PRJEB28675			ERS2741721	SAMEA4922708	simple		Staphylococcus aureus subsp. aureus COL	SAMEA4922708							no					T.Busche	ERA1600947		public	A6EE09C17FAD5396BE89E0863A98ABB5	1C2ADF6550BEFF36983E0C186F90CFF0		
SRX4965404	ERR2799790	HG001	503390	93062	2019-09-05 7:09:35	2022-07-24 10:32:52	7017268	996452056	7017268	142	392		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR002/2799/ERR2799790/ERR2799790.lite.2	COL_WT_Co_1_p	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	250	100	ILLUMINA	Illumina HiSeq 1500	ERP110913	PRJEB28675			ERS2741722	SAMEA4922709	simple		Staphylococcus aureus subsp. aureus COL	SAMEA4922709							no					T.Busche	ERA1600947		public	93523C5DE83896342DC97EE55A1EC13B	B37FB4F7915CF7572C72FBA9632ACB2A		
SRX4965405	ERR2799791	HG001	503390	93062	2019-09-05 7:09:35	2022-07-24 10:32:17	6121245	869216790	6121245	142	343		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR002/2799/ERR2799791/ERR2799791.lite.2	COL_WT_Co_2_p	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	250	100	ILLUMINA	Illumina HiSeq 1500	ERP110913	PRJEB28675			ERS2741723	SAMEA4922710	simple		Staphylococcus aureus subsp. aureus COL	SAMEA4922710							no					T.Busche	ERA1600947		public	597C8B87FE9D3D49C8B65298BAE14983	47FDCD22BE67DC8B3489DE599CEA5AFB		
SRX4965407	ERR2799792	HG001	503390	93062	2019-09-05 7:09:35	2022-07-18 6:36:43	504667	75700050	504667	150	34		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR002/2799/ERR2799792/ERR2799792.lite.2	COL_WT_Co_3_p	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	250	100	ILLUMINA	Illumina HiSeq 1500	ERP110913	PRJEB28675			ERS2741724	SAMEA4922711	simple		Staphylococcus aureus subsp. aureus COL	SAMEA4922711							no					T.Busche	ERA1600947		public	A543258A0EC26FE90F2049BAA285ECB8	722ED3A9AB89D2B4159B245D897A548B		
SRX4965408	ERR2820060	HG001	503390	1280	2019-10-02 7:39:02	2019-10-04 21:58:24	39297383	1964869150	0	50	691		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/ERR002/820/ERR2820060.sralite.1	unspecified	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP111062	PRJEB28806			ERS2768244	SAMEA4949563	simple		Staphylococcus aureus	SAMEA4949563							no					HUG	ERA1614566		public	D0B15302A329FB4196B40AEFD14F853D	08CD6B535ADB6D78973C40895D1665F5		
SRX4965409	ERR2820061	HG001	503390	1280	2019-10-02 7:39:02	2019-10-04 21:58:47	45579890	2278994500	0	50	792		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/ERR002/820/ERR2820061.sralite.1	unspecified	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP111062	PRJEB28806			ERS2768245	SAMEA4949564	simple		Staphylococcus aureus	SAMEA4949564							no					HUG	ERA1614566		public	9E21ED80A4B7B3A56A1B1B3836A934F4	D9DAAB6FE3AC113AF12D606423552D21		
SRX4965411	ERR2820062	HG001	503390	1280	2019-10-02 7:39:02	2019-10-04 22:00:23	42044812	2102240600	0	50	731		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/ERR002/820/ERR2820062.sralite.1	unspecified	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP111062	PRJEB28806			ERS2768246	SAMEA4949565	simple		Staphylococcus aureus	SAMEA4949565							no					HUG	ERA1614566		public	79ED55ABA4120B6B590A4A9D99B9D737	C76B009FE21920D775F42371B1F2820E		
SRX4965412	ERR2820063	HG001	503390	1280	2019-10-02 7:39:02	2019-10-04 21:59:32	45743051	2287152550	0	50	798		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/ERR002/820/ERR2820063.sralite.1	unspecified	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP111062	PRJEB28806			ERS2768247	SAMEA4949566	simple		Staphylococcus aureus	SAMEA4949566							no					HUG	ERA1614566		public	3517E486D19A2B2CB636C8C4502646A4	21DBF4A025FADB12967F17B9DA560CAA		
SRX5029493	ERR2820064	RN4220 (derivative of NCTC8325)	506073	1280	2019-10-02 7:39:02	2019-10-04 22:01:40	41481840	2074092000	0	50	725		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/ERR002/820/ERR2820064.sralite.1	unspecified	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP111062	PRJEB28806			ERS2768248	SAMEA4949567	simple		Staphylococcus aureus	SAMEA4949567							no					HUG	ERA1614566		public	12F0740857C3D0E93376357A98E58F9D	7C3D28D3BBCE0814BB62E90D277B488F		
SRX5029494	ERR2820065	RN4220	506073	1280	2019-10-02 7:39:02	2019-10-04 22:02:26	44236816	2211840800	0	50	773		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/ERR002/820/ERR2820065.sralite.1	unspecified	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP111062	PRJEB28806			ERS2768249	SAMEA4949568	simple		Staphylococcus aureus	SAMEA4949568							no					HUG	ERA1614566		public	C35C76E21CBBDC9CCA4A10DF021EDAFE	24D67650580A38E002662A4C06153209		
SRX5029495	ERR2820066	RN4220	506073	1280	2019-10-02 7:39:02	2019-10-04 22:02:34	40998581	2049929050	0	50	717		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/ERR002/820/ERR2820066.sralite.1	unspecified	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP111062	PRJEB28806			ERS2768250	SAMEA4949569	simple		Staphylococcus aureus	SAMEA4949569							no					HUG	ERA1614566		public	C1EB4449FD407609897CF7FC3AB6BA2D	D39322C5245916DEBA2924EA4688EF23		
SRX5029496	ERR2820067	RN4220	506073	1280	2019-10-02 7:39:02	2019-10-04 22:03:36	40973137	2048656850	0	50	716		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/ERR002/820/ERR2820067.sralite.1	unspecified	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP111062	PRJEB28806			ERS2768251	SAMEA4949570	simple		Staphylococcus aureus	SAMEA4949570							no					HUG	ERA1614566		public	D8A973984641C73F5B09B70CA7D3D386	D2BB12C2777D202F60EA6EA04552140F		
SRX5029497	ERR2820068	RN4220	506073	1280	2019-10-02 7:39:02	2019-10-04 22:05:36	38583833	1929191650	0	50	677		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/ERR002/820/ERR2820068.sralite.1	unspecified	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP111062	PRJEB28806			ERS2768252	SAMEA4949571	simple		Staphylococcus aureus	SAMEA4949571							no					HUG	ERA1614566		public	9CD0940E5715878CAB4EF2253FD2C72C	6DC764572CFD8B731EEC5907121F7B56		
SRX5029498	ERR3239233;ERR3239232	RN4220	506073	1280	2020-01-09 4:27:52	2022-07-21 18:12:09	8104343	1637077286	8104343	202	547		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR003/3239/ERR3239232/ERR3239232.lite.2	1533_p	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	400	56.2	ILLUMINA	Illumina HiSeq 4000	ERP114431	PRJEB31825			ERS3330651	SAMEA5528574	simple		Staphylococcus aureus	SAMEA5528574							no					bacteria culture	ERA1782433		public	5E9F61A1B32BC7CB8B1F90A06D335D75	1370B0E2C7B9D7285F22187BEC7278DE		
SRX5029499	ERR3239234;ERR3239235	RN4220	506073	1280	2020-01-09 4:27:52	2022-07-24 13:50:52	7967251	1609384702	7967251	202	529		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR003/3239/ERR3239235/ERR3239235.lite.2	ABMP in 1533_p	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	400	56.2	ILLUMINA	Illumina HiSeq 4000	ERP114431	PRJEB31825			ERS3330652	SAMEA5528575	simple		Staphylococcus aureus	SAMEA5528575							no					bacteria culture	ERA1782433		public	29712664452BA813C03C16B3BD24172A	8BE8968A063259397BE28B4AA9606703		
SRX5029500	ERR3239236;ERR3239237	RN4220	506073	1280	2020-01-09 4:27:52	2022-07-15 19:00:12	8361840	1689091680	8361840	202	556		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR003/3239/ERR3239237/ERR3239237.lite.2	TR in 1533_p	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	400	56.2	ILLUMINA	Illumina HiSeq 4000	ERP114431	PRJEB31825			ERS3330653	SAMEA5528576	simple		Staphylococcus aureus	SAMEA5528576							no					bacteria culture	ERA1782433		public	FE79D5953AD5A6AD8DDE864EF010FC53	3DB4E3E3C1C3FC697D2D89707A301430		
SRX5029501	ERR3824741	RN4220	506073	93062	2020-02-01 11:21:26	2022-07-18 19:26:52	4701571	705235650	4701571	150	302		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR003/3824/ERR3824741/ERR3824741.lite.2	Sample_COLwt_co_1_p	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	500	100	ILLUMINA	Illumina MiSeq	ERP119444	PRJEB36279			ERS4252188	SAMEA6487718	simple		Staphylococcus aureus subsp. aureus COL	SAMEA6487718							no					T.Busche	ERA2347844		public	0950E33042B238FC2A6D3235992A4A06	8BF9676828A23D3E20C8DC5D587EFB21		
SRX5029502	ERR3824742	RN4220	506073	93062	2020-02-01 11:21:26	2022-07-17 21:21:49	2984024	447603600	2984024	150	187		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR003/3824/ERR3824742/ERR3824742.lite.2	Sample_COLwt_co_2_p	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	500	100	ILLUMINA	Illumina MiSeq	ERP119444	PRJEB36279			ERS4252189	SAMEA6487719	simple		Staphylococcus aureus subsp. aureus COL	SAMEA6487719							no					T.Busche	ERA2347844		public	4A467A5EC25BAA96C99EC4F3DC5B9EF5	7D6BC2FBE55975480F4911D33EDBA583		
SRX529230	ERR3824743	NCTC 8325	245830	93062	2020-02-01 11:21:26	2022-07-24 17:26:22	3892776	583916400	3892776	150	246		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR003/3824/ERR3824743/ERR3824743.lite.2	Sample_COLwt_co_3_p	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	500	100	ILLUMINA	Illumina MiSeq	ERP119444	PRJEB36279			ERS4252190	SAMEA6487720	simple		Staphylococcus aureus subsp. aureus COL	SAMEA6487720							no					T.Busche	ERA2347844		public	2BF6EDD68D2A2626B89B04AEBAD26075	85982B9647FD558E214E0718A4D3A17B		
